country,subdivision,operator_name,operator_url,region_id_in_project,current_tier,phenomenon,coverage_status,data_format,probe_result,available_anchor,annual_anchor_TWh,recommended_action,recommended_tier_landing,loader_pattern_hint,priority_score,notes
DMA / Dominica,,DOMLEC (Dominica Electricity Services),https://www.domlec.dm/,,not-modelled,none-expected,documented-gap,parseable-HTML-table,unprobed,none,0.0,blocked-document-only,not-applicable,not-applicable,0.0,"Small island utility; diesel + 27% hydro. No public dispatch data."
KNA / Saint Kitts and Nevis,,SKELEC (St. Kitts Electricity Company),https://www.skelec.kn/,,not-modelled,none-expected,documented-gap,parseable-HTML-table,unprobed,none,0.0,blocked-document-only,not-applicable,not-applicable,0.0,"Small island utility; diesel-dominant. No public dispatch."
ARG / Argentina,,CAMMESA (Compania Administradora del Mercado Mayorista Electrico),https://cammesaweb.cammesa.com/,argentina,T3,curtailment-renewable,published,JS-rendered-SPA,ECONNREFUSED on probe,CAMMESA Informe Mensual 2024 + Informe Anual 2024 (wind curtailment Patagonia),1.0,leave-T3,T3,not-applicable,0.0,"Existing project T3 region. CAMMESA publishes Informe Mensual via JS dashboards; bulk data via Memorias y Balances. Patagonia wind curtailment ~1 TWh."
BOL / Bolivia,,CNDC (Comite Nacional de Despacho de Carga),https://www.cndc.bo/,,not-modelled,none-expected,unknown,unreachable,ECONNREFUSED on probe,IRENA Bolivia 2024 (hydro+gas dominated),0.1,introduce-as-T3,T3,not-applicable,0.0,"CNDC website intermittent. Publishes Informe Mensual de Operacion as PDF. Solar+wind ~3% of mix; minimal curtailment."
BRA / Brazil,,ONS (Operador Nacional do Sistema Eletrico),https://www.ons.org.br/,brazil-rn,T1a,curtailment-renewable,published,CSV-download,200 / text/html,ONS Boletim de Operacao 2024 (constrained-off CSVs by submarket),9.5,leave-existing-T1+,T1a,Pattern-A,0.0,"Already T1a-live for 12 NE/SE state clusters via ONS constrained-off feed. Brazil-rn cited; other states (brazil-ce/bahia/piaui/pe/mg/sp/mt/go/pr/rs/other) all share this loader."
CHL / Chile,,CEN (Coordinador Electrico Nacional) Atacama solar,https://www.coordinador.cl/,atacama,T1a,curtailment-renewable,published,XLSX-table,403 on direct probe,CEN Reduccion de Generacion Renovable 2024 XLSX (~2.5 TWh solar),2.5,leave-existing-T1+,T1a,Pattern-A,0.0,"Already T1a via CEN ERV XLSX. Atacama region carries solar share."
CHL / Chile,Wind zones (Bio Bio/Araucania/Los Lagos),CEN (Coordinador Electrico Nacional) wind,https://www.coordinador.cl/,chile-wind,T3,curtailment-renewable,published,XLSX-table,unprobed,CEN ERV 2024 wind subset XLSX (~0.7 TWh),0.7,promote-to-T1,T1a,Pattern-A,0.0,"Already in CEN ERV XLSX as separate wind subset. Currently held T3 because loader hasnt been wired; same XLSX feed as Atacama could lift it to T1a."
COL / Colombia,,XM (Compania de Expertos en Mercados),https://www.xm.com.co/,,not-modelled,curtailment-renewable,published,JSON-API,403 on direct probe,XM Synergox PISYS 2024 (wind+solar restrictions ~0.4 TWh),0.4,introduce-as-T1,T1a,Pattern-A,0.0,"XM publishes hourly via Synergox API + sinergox.xm.com.co JSON. La Guajira wind curtailment growing; PISYS releases monthly bulletin."
ECU / Ecuador,,CENACE Ecuador (Operador Nacional de Electricidad),https://www.cenace.gob.ec/,,not-modelled,none-expected,documented-gap,unreachable,SSL cert error,IRENA Ecuador 2024 (hydro-dominated),0.05,introduce-as-T3,T3,not-applicable,0.0,"CENACE Ecuador SSL probe failed (cert chain); publishes Informe Anual + monthly Informe de Operacion as PDF. Distinct from Mexico CENACE."
GUY / Guyana,,GPL (Guyana Power & Light),https://www.gplinc.com/,,not-modelled,flare-associated-gas,documented-gap,parseable-HTML-table,unprobed,GGFR 2024 (Stabroek block flaring offshore),0.2,introduce-as-T3,T3,not-applicable,0.0,"Power utility small (~200 MW). Phenomenon is offshore Stabroek flares (Liza FPSO) - upstream not on grid; track separately under GGFR."
PRY / Paraguay,,ANDE (Administracion Nacional de Electricidad),https://www.ande.gov.py/,paraguay,T3,none-expected,documented-gap,parseable-HTML-table,200 / text/html,Itaipu Annual Report 2024 (binational hydro),0.5,leave-T3,T3,not-applicable,0.0,"Paraguay grid is essentially binational hydro (Itaipu, Yacyreta). No VRE curtailment phenomenon. Existing T3 static at 0.5 TWh hydro spill proxy."
PER / Peru,,COES-SINAC (Comite de Operacion Economica del SINAC),https://www.coes.org.pe/,peru,T1a,curtailment-renewable,published,parseable-HTML-table,200 / text/html,COES Vertimiento 2024 + IPEEM Anuario (~0.3 TWh hydro+RER),0.3,leave-existing-T1+,T1a,Pattern-A,0.0,"Already T1a via COES live generation feed shaped to vertimiento anchor. Probe confirms server-rendered HTML."
SUR / Suriname,,EBS (NV Energiebedrijven Suriname),https://www.nvebs.com/,,not-modelled,flare-associated-gas,documented-gap,parseable-HTML-table,unprobed,GGFR 2024 (offshore Suriname Block 58 flaring forecast),0.05,introduce-as-T3,T3,not-applicable,0.0,"Power utility small. Flare phenomenon is offshore upstream (Block 58) - off-grid, track separately under GGFR if material."
URY / Uruguay,,UTE (Administracion Nacional de Usinas y Trasmisiones),https://portal.ute.com.uy/,uruguay,T3,curtailment-renewable,documented-gap,parseable-HTML-table,unprobed,ADME Informe Anual 2024 (wind curtailment ~0.5 TWh),0.5,leave-T3,T3,not-applicable,0.0,"UTE is utility; ADME is system operator (separate row). Existing T3 region keyed to Uruguay."
URY / Uruguay,,ADME (Administracion del Mercado Electrico),https://adme.com.uy/,uruguay,T3,curtailment-renewable,published,XLSX-table,200 / text/html,ADME Informe Anual 2024 + price/water XLT files,0.5,promote-to-T1,T1a,Pattern-A,0.0,"Server-rendered PHP; publishes spot price + water value as XLT (Excel). Wind curtailment events in winter low-demand periods documented but not as a single anchor."
VEN / Venezuela,,CORPOELEC (Corporacion Electrica Nacional),https://www.corpoelec.gob.ve/,,not-modelled,none-expected,documented-gap,unreachable,unprobed,Ember Venezuela 2024 (hydro-dominated; chronic shortages),0.0,blocked-document-only,not-applicable,not-applicable,0.0,"State utility; political crisis. No reliable public dispatch data. Hydro spill from Guri reported anecdotally; no anchor."
GUF / French Guiana,,EDF SEI (Systemes Energetiques Insulaires),https://www.edf.fr/edf-sei/,,not-modelled,none-expected,documented-gap,PDF-only,unprobed,EDF SEI Bilan Previsionnel Guyane 2024,0.05,introduce-as-T3,T3,not-applicable,0.0,"French overseas department; EDF SEI publishes annual Bilan Previsionnel as PDF. Small grid. Note: ENTSO-E does NOT cover French overseas; EDF SEI alone."
