country,subdivision,operator_name,operator_url,region_id_in_project,current_tier,phenomenon,coverage_status,data_format,probe_result,available_anchor,annual_anchor_TWh,recommended_action,recommended_tier_landing,loader_pattern_hint,priority_score,notes
JPN,Tokyo area,Tokyo Electric Power Company (TEPCO Power Grid),https://www.tepco.co.jp/forecast/,,not-modelled,curtailment-renewable,published,CSV-download,homepage-200-csv-data-section-confirmed,TEPCO area supply-demand CSV (juyo data) 2024,0.5,introduce-as-T1,T1a,Pattern-A,0.0,"Confirmed CSV download section; juyo-hourly CSV pattern; small solar curtailment; loader mirror Kyushu pattern"
JPN,Kyushu area,Kyushu Electric Power Transmission and Distribution,https://www.kyuden.co.jp/td_power_usages/pc.html,japan,T1a,curtailment-renewable,published,CSV-download,homepage-200-csv-confirmed,Kyushu juyo-hourly CSV ~1.7 TWh 2024,1.7,leave-existing-T1+,not-applicable,not-applicable,0.0,Already modelled as `japan` Tier 1 anchor (10% calibrated); CSV confirmed via probe
JPN,Chubu area,Chubu Electric Power Grid,https://powergrid.chuden.co.jp/denkiyoho/,,not-modelled,curtailment-renewable,published,CSV-download,known-juyo-pattern,Chubu juyo-hourly CSV 2024,0.3,introduce-as-T1,T1a,Pattern-A,0.0,Standard juyo CSV pattern; modest solar curtailment; mirror Kyushu loader
JPN,Kansai area,Kansai Transmission and Distribution,https://www.kansai-td.co.jp/denkiyoho/,,not-modelled,curtailment-renewable,published,CSV-download,known-juyo-pattern,Kansai juyo-hourly CSV 2024,0.3,introduce-as-T1,T1a,Pattern-A,0.0,Standard juyo CSV pattern; solar curtailment growing; loader mirror Kyushu
JPN,Tohoku area,Tohoku Electric Power Network,https://setsuden.nw.tohoku-epco.co.jp/,,not-modelled,curtailment-renewable,published,CSV-download,known-juyo-pattern,Tohoku juyo-hourly CSV 2024,1.0,introduce-as-T1,T1a,Pattern-A,0.0,Highest non-Kyushu wind+solar curtailment area; juyo CSV available; high-priority addition
JPN,Hokkaido area,Hokkaido Electric Power Network,https://denkiyoho.hepco.co.jp/,,not-modelled,curtailment-renewable,published,CSV-download,known-juyo-pattern,Hokkaido juyo-hourly CSV 2024,0.4,introduce-as-T1,T1a,Pattern-A,0.0,Wind-rich isolated island grid; frequent curtailment; juyo CSV pattern
JPN,Hokuriku area,Hokuriku Electric Power Transmission and Distribution,http://www.rikuden.co.jp/denki-yoho/,,not-modelled,curtailment-renewable,published,CSV-download,known-juyo-pattern,Hokuriku juyo-hourly CSV 2024,0.1,introduce-as-T1,T1a,Pattern-A,0.0,Smaller area; juyo CSV pattern; modest curtailment
JPN,Chugoku area,Chugoku Electric Power Transmission and Distribution,https://www.energia.co.jp/nw/jukyuu/,,not-modelled,curtailment-renewable,published,CSV-download,known-juyo-pattern,Chugoku juyo-hourly CSV 2024,0.3,introduce-as-T1,T1a,Pattern-A,0.0,Western Honshu; juyo CSV; rising solar curtailment
JPN,Shikoku area,Shikoku Electric Power Transmission and Distribution,https://www.yonden.co.jp/nw/denkiyoho/,,not-modelled,curtailment-renewable,published,CSV-download,known-juyo-pattern,Shikoku juyo-hourly CSV 2024,0.4,introduce-as-T1,T1a,Pattern-A,0.0,Solar-heavy island; high curtailment ratio; juyo CSV pattern
JPN,Okinawa area,Okinawa Electric Power Company,https://www.okiden.co.jp/business-support/service/supply-and-demand/,,not-modelled,curtailment-renewable,published,parseable-HTML-table,known-html-table,Okinawa juyo HTML 2024,0.05,introduce-as-T3,T3,not-applicable,0.0,Small isolated island; HTML demand table only; small curtailment phenomenon; T3 sufficient
KOR,Mainland,Korea Electric Power Corporation (KEPCO),https://home.kepco.co.kr/,south-korea,T2,curtailment-renewable,published,PDF-only,homepage-404-on-eng-corporate,KPX Renewable Curtailment Report 2024,1.5,leave-existing-T1+,not-applicable,not-applicable,0.0,KEPCO is asset owner; system operation by KPX. Currently modelled as static. KPX EPSIS has curtailment via SPA only
KOR,Mainland,Korea Power Exchange (KPX) - System Operator,https://www.kpx.or.kr/eng/,south-korea,T2,curtailment-renewable,published,JS-rendered-SPA,homepage-200-epsis-spa,KPX EPSIS Renewable Utilization Rate 2024,1.5,leave-existing-T1+,not-applicable,not-applicable,0.0,EPSIS portal SPA; renewable utilization data exists but XHR-walled; existing static `south-korea` covers it
KOR,Jeju Island,KPX Jeju Control Centre,https://www.kpx.or.kr/eng/,jeju,T2,curtailment-renewable,published,JS-rendered-SPA,known-spa,KPX Jeju Curtailment Report 2024,0.4,leave-existing-T1+,not-applicable,not-applicable,0.0,Already modelled as `jeju` static; highest %-curtailment in S Korea; data via SPA
PRK,National,Korea Power Industry / Ministry of Electric Power,https://www.naenara.com.kp/,,not-modelled,none-expected,documented-gap,no-public-data,known-no-public-data,none,0.0,blocked-document-only,not-applicable,not-applicable,0.0,No public operator portal; isolated grid; no machine-readable RE or curtailment data; documented-gap
TWN,National,Taiwan Power Company (Taipower),https://www.taipower.com.tw/,taiwan,T2,curtailment-renewable,published,JS-rendered-SPA,homepage-200-open-data-section-spa,Taipower 2024 Renewable Generation Open Data,0.3,leave-existing-T1+,not-applicable,not-applicable,0.0,Open-data section confirmed but interactive dashboards (SPA); existing static covers it; curtailment growing 2024
MNG,National,Mongolian National Dispatching Center (NDC),https://www.nptg.mn/,mongolia,T2,curtailment-renewable,unknown,unreachable,homepage-econnrefused,NPTG fallback / IRENA 2024,0.2,leave-existing-T1+,not-applicable,not-applicable,0.0,NPTG site refused connection during probe; existing static modelling fallback; CCS-curtailed wind anchor
HKG,Hong Kong (Kowloon/NT),CLP Power Hong Kong (China Light & Power),https://www.clp.com.hk/,,not-modelled,none-expected,documented-gap,auth-walled,homepage-403-cloudflare-block,none,0.0,blocked-document-only,not-applicable,not-applicable,0.0,Cloudflare 403 on probe; no public RE/curtailment feed; small system; cross-ref to Southern Grid
HKG,Hong Kong (Island),HK Electric (Hongkong Electric),https://www.hkelectric.com/,,not-modelled,none-expected,documented-gap,no-public-data,known-no-public-data,none,0.0,blocked-document-only,not-applicable,not-applicable,0.0,Hong Kong Island system; minimal RE in fuel mix; no public hourly feed
MAC,Macau,Companhia de Electricidade de Macau (CEM),https://www.cem-macau.com/,,not-modelled,none-expected,documented-gap,no-public-data,known-no-public-data,none,0.0,blocked-document-only,not-applicable,not-applicable,0.0,Macau peninsula+islands; mostly imports from Southern Grid; no public RE/curtailment data
